Regione	Provincia	Codice	Scuola	Dominio	Mail	Google Suite	Microsoft 365
LIGURIA	IMPERIA	IMIC81500V	I.C. SANREMO PONENTE	http://www.icsanremoponente.it	imic81500v@pec.istruzione.it		
LIGURIA	IMPERIA	IMIC81600P	"I.C. N. 2 ""CAVOUR"""	http://www.ic2cavourventimiglia.gov.it	imic81600p@pec.istruzione.it		
LIGURIA	IMPERIA	IMIC81700E	I.C. SAN REMO LEVANTE	http://www.icsanremolevante.education	imic81700e@pec.istruzione.it		
LIGURIA	IMPERIA	IMIC81800A	"I.C. ""G.BIANCHERI-VENTIMIGLIA"""	http://www.ic1ventimiglia.gov.it	imic81800a@pec.istruzione.it		
LIGURIA	IMPERIA	IMIS001005	"""FERMI-POLO-MONTALE"""	www.fermipolomontale.edu.it	imis001005@pec.istruzione.it	5 alt1.aspmx.l.google.com.	
LIGURIA	IMPERIA	IMIS002001	POLO TECNOLOGICO IMPERIESE	www.polotecnologicoimperiese.edu.it	imis002001@pec.istruzione.it	https://www.polotecnologicoimperiese.edu.it/2020/09/consenso-informato-gsuite-e-office365/	
LIGURIA	IMPERIA	IMIS00400L	"""E.RUFFINI - D.AICARDI"""	http://www.ruffiniaicardi.edu.it	imis00400l@pec.istruzione.it		
LIGURIA	IMPERIA	IMIS006008	"""G.RUFFINI"""	iisruffini.edu.it	imis006008@pec.istruzione.it	10 alt4.aspmx.l.google.com.	
LIGURIA	IMPERIA	IMIS007004	"""C.COLOMBO"""	http://www.iiscolombo.edu.it	imis007004@pec.istruzione.it		
LIGURIA	IMPERIA	IMIS00800X	"I.I.S.  ""G. MARCONI"""	http://www.iismarconi.imperia.it	imis00800x@pec.istruzione.it		
LIGURIA	IMPERIA	IMIS00900Q	LICEO LING-SC.UMANE AMORETTI E ARTISTICO	www.liceoamorettieartistico.edu.it	imis00900q@pec.istruzione.it	20 alt1.aspmx.l.google.com.	
LIGURIA	IMPERIA	IMPC040002	"""G.D. CASSINI"""	www.liceogdcassini.edu.it	impc040002@pec.istruzione.it	https://www.liceogdcassini.edu.it/webspace/allegati/Regolamenti/DPO_consenso_gsuite_registro_elettronico.pdf	
LIGURIA	IMPERIA	IMPS010009	"""G.P.VIEUSSEUX"""	http://www.liceoimperia.it/	imps010009@pec.istruzione.it		
LIGURIA	IMPERIA	IMPS03000E	"""A.APROSIO"""	www.liceoaprosio.it	imps03000e@pec.istruzione.it	10 alt3.aspmx.l.google.com.	
LIGURIA	LA SPEZIA	SPIC801004	ISA 11 - I.C. VEZZANO L.	http://www.isa11sp.gov.it	spic801004@pec.istruzione.it		
LIGURIA	LA SPEZIA	SPIC80200X	I.C. VAL DI VARA - ISA 22	www.icvaldivara.edu.it	spic80200x@pec.istruzione.it	20 alt2.aspmx.l.google.com.	
LIGURIA	LA SPEZIA	SPIC80400G	ISA 20 - IC BOLANO	www.istitutocomprensivobolano.edu.it	spic80400g@pec.istruzione.it	10 alt3.aspmx.l.google.com.	
LIGURIA	LA SPEZIA	SPIC80500B	ISA 23 - I.C. LEVANTO	www.istitutocomprensivolevanto.edu.it	spic80500b@pec.istruzione.it	50 alt3.aspmx.l.google.com.	
LIGURIA	LA SPEZIA	SPIC806007	ISA 10 - I.C.  LERICI	http://www.iclerici.gov.it	spic806007@pec.istruzione.it		
LIGURIA	LA SPEZIA	SPIC807003	ISA 12-I.C. SANTO STEFANO MAGRA	www.isa12sp.edu.it	spic807003@pec.istruzione.it	10 alt3.aspmx.l.google.com.	
LIGURIA	LA SPEZIA	SPIC80800V	ISA 21 - I.C. FOLLO	www.icfollo.edu.it	spic80800v@pec.istruzione.it	10 alt4.aspmx.l.google.com.	
LIGURIA	LA SPEZIA	SPIC81000V	ISA 18 -  I.C. ARCOLA/AMEGLIA	isa18sp.edu.it	spic81000v@pec.istruzione.it	10 alt4.aspmx.l.google.com.	
LIGURIA	LA SPEZIA	SPIC81100P	ISA 16 - I.C.  ORTONOVO	www.icortonovo.edu.it	spic81100p@pec.istruzione.it	10 aspmx.l.google.com.	
LIGURIA	LA SPEZIA	SPIC81200E	ISA 17 - I.C. CASTELNUOVO MAGRA	www.iccastelnuovomagra.edu.it	spic81200e@pec.istruzione.it	5 alt2.aspmx.l.google.com.	
LIGURIA	LA SPEZIA	SPIC81300A	ISA 19 I.C. RICCO'DEL GOLFO	http://www.riccodelgolfo.gov.it	spic81300a@pec.istruzione.it		
LIGURIA	LA SPEZIA	SPIC814006	ISTITUTO COMPRENSIVO N.1	http://www.isa1sp.gov.it/	spic814006@pec.istruzione.it		
LIGURIA	LA SPEZIA	SPIC815002	ISA 2 - ISTITUTO COMPRENSIVO	www.istitutocomprensivoisa2laspezia.edu.it	spic815002@pec.istruzione.it	https://www.istitutocomprensivoisa2laspezia.edu.it/attachments/article/42/Allegato-1-Regole-per-lutilizzo-della-piattaforma-Gsuite.pdf	
LIGURIA	LA SPEZIA	SPIC81600T	ISA 4 - ISTITUTO COMPRENSIVO	www.isa4sp.edu.it	spic81600t@pec.istruzione.it	10 alt4.aspmx.l.google.com.	
LIGURIA	LA SPEZIA	SPIC81800D	ISA 5 - ISTITUTO COMPRENSIVO	http://comprensivo5sp.edu.it	spic81800d@pec.istruzione.it		
LIGURIA	LA SPEZIA	SPIC819009	ISA 7 - ISTITUTO COMPRENSIVO	www.isa7.edu.it	spic819009@pec.istruzione.it	20 alt1.aspmx.l.google.com.	
LIGURIA	LA SPEZIA	SPIC821009	ISA 8 - ISTITUTO COMPRENSIVO	www.isa8sp.edu.it	spic821009@pec.istruzione.it	5 alt1.aspmx.l.google.com.	
LIGURIA	LA SPEZIA	SPIC822005	ISA 13 SARZANA CAPOLUOGO	www.istitutocomprensivosarzana.edu.it	spic822005@pec.istruzione.it	5 alt2.aspmx.l.google.com.	
LIGURIA	LA SPEZIA	SPIS002004	"""V. CARDARELLI"""	www.istitutocardarelli.edu.it	spis002004@pec.istruzione.it	10 alt4.aspmx.l.google.com.	
LIGURIA	LA SPEZIA	SPIS00600B	"""G. CAPELLINI / SAURO"""	www.capellinisauro.edu.it	spis00600b@pec.istruzione.it	50 alt4.aspmx.l.google.com.	
LIGURIA	LA SPEZIA	SPIS007007	"""L. EINAUDI / CHIODO"""	www.einaudichiodo.edu.it	spis007007@pec.istruzione.it	5 alt2.aspmx.l.google.com.	
LIGURIA	LA SPEZIA	SPIS01100V	"""PARENTUCELLI-ARZELA'"""	http://www.parentucelli-arzela.gov.it	spis01100v@pec.istruzione.it		
LIGURIA	LA SPEZIA	SPPC010009	"GINNASIO STATALE ""L. COSTA"""		sppc010009@pec.istruzione.it		
LIGURIA	LA SPEZIA	SPPM01000D	"LICEO STATALE ""G.  MAZZINI"""	www.liceomazzini.edu.it	sppm01000d@pec.istruzione.it	50 alt1.aspmx.l.google.com.	
LIGURIA	LA SPEZIA	SPPS01000C	"L. S. ""ANTONIO PACINOTTI"""	http://www.liceopacinotti.gov.it	spps01000c@pec.istruzione.it		
LIGURIA	LA SPEZIA	SPRH010006	"""G. CASINI"""	www.alberghierolaspezia.edu.it	sprh010006@pec.istruzione.it	https://www.alberghierolaspezia.edu.it/pagine/gsuite-for-education-regolamento	
LIGURIA	LA SPEZIA	SPTD110005	"I.T. COMM. E TECNOL ""FOSSATI/DA PASSANO"""	http://www.fossatidapassano.gov.it	sptd110005@pec.istruzione.it		
LIGURIA	SAVONA	SVIC80100E	I. C.  SASSELLO	http://www.icsassello.gov.it/	svic80100e@pec.istruzione.it		
LIGURIA	SAVONA	SVIC80200A	I. C.  MILLESIMO	www.icmillesimo.edu.it	svic80200a@pec.istruzione.it	5 alt2.aspmx.l.google.com.	
LIGURIA	SAVONA	SVIC803006	I. C. CARCARE	http://www.iccarcare.edu.it	svic803006@pec.istruzione.it		
LIGURIA	SAVONA	SVIC804002	I. C. SPOTORNO	http://www.icspotorno.edu.it	svic804002@pec.istruzione.it		
LIGURIA	SAVONA	SVIC80500T	I. C. ANDORA/LAIGUEGLIA	www.icandoralaigueglia.net	svic80500t@pec.istruzione.it	50 aspmx3.googlemail.com.	
LIGURIA	SAVONA	SVIC80600N	I. C. ALASSIO	http://www.scuolestatalialassio.it	svic80600n@pec.istruzione.it		
LIGURIA	SAVONA	SVIC80700D	I. C. VAL VARATELLA	http://www.valvaratella.gov.it	svic80700d@pec.istruzione.it		
LIGURIA	SAVONA	SVIC808009	I. C.  LOANO-BOISSANO	http://www.icloano-boissano.it	svic808009@pec.istruzione.it		
LIGURIA	SAVONA	SVIC809005	I. C. QUILIANO	www.icquiliano.edu.it	svic809005@pec.istruzione.it	1 aspmx.l.google.com.	
LIGURIA	SAVONA	SVIC810009	I. C. VADO LIGURE	http://icvadoligure.gov.it	svic810009@pec.istruzione.it		
LIGURIA	SAVONA	SVIC811005	I. C.  CAIRO MONTENOTTE	http://istitutocomprensivocairo.gov.it	svic811005@pec.istruzione.it		
LIGURIA	SAVONA	SVIC812001	I. C. ALBISOLE	http://www.istitutocomprensivoalbisole.gov.it	svic812001@pec.istruzione.it		
LIGURIA	SAVONA	SVIC81300R	I. C. VARAZZE-CELLE		svic81300r@pec.istruzione.it		
LIGURIA	SAVONA	SVIC81400L	I. C. SAVONA III - G. MANZINO	www.icsavona3.edu.it	svic81400l@pec.istruzione.it	5 alt2.aspmx.l.google.com.	
LIGURIA	SAVONA	SVIC81500C	I. C. ALBENGA II	www.icalbengasecondo.edu.it	svic81500c@pec.istruzione.it	1 aspmx.l.google.com.	
LIGURIA	SAVONA	SVIC817004	I. C. PIETRA LIGURE	http://www.icpietraligure.gov.it	svic817004@pec.istruzione.it		
LIGURIA	SAVONA	SVIC81800X	I. C. FINALE LIGURE	www.icfinaleligure.edu.it	svic81800x@pec.istruzione.it	10 aspmx.l.google.com.	
LIGURIA	SAVONA	SVIC81900Q	I. C.  SAVONA II - S. PERTINI	www.icsavona2.it	svic81900q@pec.istruzione.it	20 alt1.aspmx.l.google.com.	
LIGURIA	SAVONA	SVIC82000X	I. C. SAVONA I - DON A. GALLO	http://www.icsavonaprimo.it	svic82000x@pec.istruzione.it		
LIGURIA	SAVONA	SVIC82100Q	I. C.  SAVONA IV - G. MARCONI	www.icsv4.edu.it	svic82100q@pec.istruzione.it	10 alt1.aspmx.l.google.com.	
LIGURIA	SAVONA	SVIC82200G	I. C. ALBENGA I	http://www.icalbenga1.gov.it	svic82200g@pec.istruzione.it		
LIGURIA	SAVONA	SVIS00100P	"I. I. S. S. ""G. FALCONE"" - LOANO"	http://www.isfalcone.it	svis00100p@pec.istruzione.it		
LIGURIA	SAVONA	SVIS00200E	I. I. S. S. FINALE LIGURE	http://www.iisfinale.it	svis00200e@pec.istruzione.it		
LIGURIA	SAVONA	SVIS00300A	"I. I. S. S.  ""F. PATETTA"" - CAIRO M."	www.patettacairo.edu.it	svis00300a@pec.istruzione.it	50 alt4.aspmx.l.google.com.	
LIGURIA	SAVONA	SVIS00600T	"I. I. S. S. ""MAZZINI-DA VINCI"" - SAVONA"	http://www.mazzinidavinci.edu.it/	svis00600t@pec.istruzione.it		
LIGURIA	SAVONA	SVIS00700N	"I. I. S. S. ""GIANCARDI-GALILEI-AICARDI"""	www.isgiancardigalileiaicardi.edu.it	svis00700n@pec.istruzione.it	10 alt3.aspmx.l.google.com.	
LIGURIA	SAVONA	SVIS00800D	"LICEO ""CHIABRERA-MARTINI"" - SAVONA"	http://www.liceochiabreramartini.edu.it	svis00800d@pec.istruzione.it		
LIGURIA	SAVONA	SVIS009009	"I. I. S. S. ""FERRARIS-PANCALDO"" - SAVONA"	www.ferrarispancaldo.edu.it	svis009009@pec.istruzione.it	https://www.ferrarispancaldo.edu.it/images/GSuite/Google%20App%20Settembre%202015.pdf	
LIGURIA	SAVONA	SVIS011009	"I. I. S. S. ""BOSELLI-ALBERTI"" - SAVONA"	https://www.iisboselli-alberti.edu.it/	svis011009@pec.istruzione.it		
LIGURIA	SAVONA	SVPC030001	"LICEO ""S.GIUSEPPE CALASANZIO"" - CARCARE"	www.liceocarcare.edu.it	svpc030001@pec.istruzione.it	5 alt1.aspmx.l.google.com.	
LIGURIA	SAVONA	SVPM01000X	"LICEO "" G. DELLA ROVERE "" - SAVONA"	http://www.liceodellarovere.gov.it	svpm01000x@pec.istruzione.it		
LIGURIA	SAVONA	SVPS01000V	"LICEO  ""ORAZIO GRASSI"" - SAVONA"	https://www.liceograssi.edu.it	svps01000v@pec.istruzione.it		
LIGURIA	SAVONA	SVPS02000D	"LICEO ""ARTURO ISSEL"" - FINALE LIGURE"	www.liceoissel.edu.it	svps02000d@pec.istruzione.it	50 alt4.aspmx.l.google.com.	
LIGURIA	SAVONA	SVPS030004	"LICEO ""GIORDANO BRUNO"" - ALBENGA"	www.liceogbruno.edu.it	svps030004@pec.istruzione.it	10 alt4.aspmx.l.google.com.	
LOMBARDIA	BERGAMO	BGIC804004	VILMINORE DI SCALVE	icvilminorediscalve.edu.it	bgic804004@pec.istruzione.it	10 aspmx.l.google.com.	
LOMBARDIA	BERGAMO	BGIC80500X	TAVERNOLA BERGAMASCA	www.ictavernolabergamasca.edu.it	bgic80500x@pec.istruzione.it	10 aspmx.l.google.com.	
LOMBARDIA	BERGAMO	BGIC80600Q	CLUSONE	www.icclusone.it	bgic80600q@pec.istruzione.it		20 icclusone-it.mail.protection.outlook.com.
LOMBARDIA	BERGAMO	BGIC80700G	BERGAMO  DE AMICIS	www.icdeamicisbergamo.edu.it	bgic80700g@pec.istruzione.it	50 alt2.aspmx.l.google.com.	
LOMBARDIA	BERGAMO	BGIC80800B	BERGAMO - S.LUCIA	www.icsantalucia.edu.it	bgic80800b@pec.istruzione.it	10 alt4.aspmx.l.google.com.	
LOMBARDIA	BERGAMO	BGIC811007	BERGAMO -  V.MUZIO	www.icmuzio.edu.it	bgic811007@pec.istruzione.it	https://www.icmuzio.edu.it/attachments/article/109/Piano_scolastico_e_regolamento_DDI.Muzio.pdf	
LOMBARDIA	BERGAMO	BGIC812003	BERGAMO - MAZZI	www.icmazzi.edu.it	bgic812003@pec.istruzione.it	10 aspmx.l.google.com.	
LOMBARDIA	BERGAMO	BGIC81300V	BERGAMO  -  DONADONI	http://icdonadoni.gov.it/	bgic81300v@pec.istruzione.it		
LOMBARDIA	BERGAMO	BGIC81400P	BERGAMO - DA ROSCIATE	www.icdarosciate.edu.it	bgic81400p@pec.istruzione.it	70 alt4.aspmx.l.google.com.	
LOMBARDIA	BERGAMO	BGIC81500E	BERGAMO -  CAMOZZI	www.iccamozzi.edu.it	bgic81500e@pec.istruzione.it	50 alt1.aspmx.l.google.com.	
LOMBARDIA	BERGAMO	BGIC81600A	BERGAMO -  G.D. PETTENI	www.icpetteni.edu.it	bgic81600a@pec.istruzione.it		0 icpetteni-edu-it.mail.protection.outlook.com.
LOMBARDIA	BERGAMO	BGIC817006	ALBANO S.ALESSANDRO	www.icalbano.edu.it	bgic817006@pec.istruzione.it	10 aspmx.l.google.com.	
LOMBARDIA	BERGAMO	BGIC818002	ALBINO - G.SOLARI	www.icalbino.edu.it	bgic818002@pec.istruzione.it	20 alt2.aspmx.l.google.com.	
LOMBARDIA	BERGAMO	BGIC81900T	ALMENNO S.BARTOLOMEO L.ANGELINI	www.iclangelini.edu.it	bgic81900t@pec.istruzione.it	70 aspmx3.googlemail.com.	
LOMBARDIA	BERGAMO	BGIC820002	ALMENNO S.SALV. -GIOVANNI XXIII	www.icalmennosansalvatore.edu.it	bgic820002@pec.istruzione.it	10 alt3.aspmx.l.google.com.	
LOMBARDIA	BERGAMO	BGIC82100T	ALZANO LOMBARDO	http://www.icalzanolombardo.edu.it/	bgic82100t@pec.istruzione.it		
LOMBARDIA	BERGAMO	BGIC82200N	ARCENE  - C.CONSONNI	www.icarcene.edu.it	bgic82200n@pec.istruzione.it	10 aspmx.l.google.com.	
LOMBARDIA	BERGAMO	BGIC82300D	AZZANO SAN PAOLO GIOVANNI XXIII	www.azzanoscuole.edu.it	bgic82300d@pec.istruzione.it	5 alt2.aspmx.l.google.com.	
LOMBARDIA	BERGAMO	BGIC824009	BAGNATICA	www.icbagnatica.edu.it	bgic824009@pec.istruzione.it	50 aspmx2.googlemail.com.	
LOMBARDIA	BERGAMO	BGIC825005	BARIANO	www.icbariano.edu.it	bgic825005@pec.istruzione.it	10 aspmx.l.google.com.	
LOMBARDIA	BERGAMO	BGIC826001	"BONATE SOPRA ""ALDO MORO"""	http://www.icaldomorobonatesopra.it	bgic826001@pec.istruzione.it		
LOMBARDIA	BERGAMO	BGIC82700R	"BONATE SOTTO ""CLARA LEVI"""	www.icbonatesotto.it	bgic82700r@pec.istruzione.it	5 alt2.aspmx.l.google.com.	
LOMBARDIA	BERGAMO	BGIC82800L	BORGO DI TERZO	www.icborgoditerzo.edu.it	bgic82800l@pec.istruzione.it	50 alt1.aspmx.l.google.com.	
LOMBARDIA	BERGAMO	BGIC82900C	BREMBATE SOTTO	www.icbrembate.edu.it	bgic82900c@pec.istruzione.it	https://www.icbrembate.edu.it/	
LOMBARDIA	BERGAMO	BGIC83000L	VAL BREMBILLA-GIOVANNI XXIII	www.icvalbrembilla.edu.it	bgic83000l@pec.istruzione.it	https://www.icvalbrembilla.edu.it/documentazione-gsuite/	
LOMBARDIA	BERGAMO	BGIC83100C	CALCINATE - ALDO MORO	www.iccalcinate.edu.it	bgic83100c@pec.istruzione.it	10 aspmx.l.google.com.	
LOMBARDIA	BERGAMO	BGIC832008	CALCIO MARTIRI DELLA RESISTENZA	http://www.iccalcio.edu	bgic832008@pec.istruzione.it		
LOMBARDIA	BERGAMO	BGIC833004	CALUSCO D'ADDA	http://www.scuolacalusco.gov.it	bgic833004@pec.istruzione.it		
LOMBARDIA	BERGAMO	BGIC83400X	"CAPRIATE S.G. "" A. MANZONI"""	http://www.iccapriate.edu.it	bgic83400x@pec.istruzione.it		
LOMBARDIA	BERGAMO	BGIC83500Q	IC MASTRI CARAVAGGINI - 83500Q	www.icmastricaravaggini.edu.it	bgic83500q@pec.istruzione.it		0 icmastricaravaggini-edu-it.mail.protection.outlook.com.
LOMBARDIA	BERGAMO	BGIC83600G	CARVICO -  E. FERMI	www.iccarvico.edu.it	bgic83600g@pec.istruzione.it	50 alt1.aspmx.l.google.com.	
LOMBARDIA	BERGAMO	BGIC83700B	CASIRATE D'ADDA	www.iccasirate.edu.it	bgic83700b@pec.istruzione.it	https://www.iccasirate.edu.it/attachments/article/90/Informativa_e_regolamento_gsuite_ICcasirate%20.pdf	
LOMBARDIA	BERGAMO	BGIC838007	CASTELLI CAL.- FRA A.DA CALEPIO	www.iccalepio.edu.it	bgic838007@pec.istruzione.it	50 alt4.aspmx.l.google.com.	
LOMBARDIA	BERGAMO	BGIC839003	CASAZZA	www.iccasazza.edu.it	bgic839003@pec.istruzione.it	10 alt3.aspmx.l.google.com.	
LOMBARDIA	BERGAMO	BGIC840007	ISTITUTO COMPRENSIVO CHIUDUNO	www.icchiuduno.edu.it	bgic840007@pec.istruzione.it	10 aspmx.l.google.com.	
LOMBARDIA	BERGAMO	BGIC841003	CISANO BERGAMASCO	www.comprensivocisano.edu.it	bgic841003@pec.istruzione.it	10 alt4.aspmx.l.google.com.	
LOMBARDIA	BERGAMO	BGIC84200V	CISERANO	www.icciserano.edu.it	bgic84200v@pec.istruzione.it	20 alt1.aspmx.l.google.com.	
LOMBARDIA	BERGAMO	BGIC84300P	COSTA VOLPINO	www.iccostavolpino.edu.it	bgic84300p@pec.istruzione.it	10 alt4.aspmx.l.google.com.	
LOMBARDIA	BERGAMO	BGIC84400E	COVO -  L. LOTTO	www.scuolecovo.edu.it	bgic84400e@pec.istruzione.it	70 aspmx2.googlemail.com.	
LOMBARDIA	BERGAMO	BGIC84500A	CURNO	www.iccurno.edu.it	bgic84500a@pec.istruzione.it		60 iccurno-edu-it.mail.protection.outlook.com.
LOMBARDIA	BERGAMO	BGIC846006	I.C. FARA D'ADDA	www.icfara.edu.it	bgic846006@pec.istruzione.it	10 aspmx.l.google.com.	
LOMBARDIA	BERGAMO	BGIC847002	GANDINO	www.icgandino.edu.it	bgic847002@pec.istruzione.it	10 aspmx.l.google.com.	
LOMBARDIA	BERGAMO	BGIC84800T	GAZZANIGA	http://www.icgazzaniga.edu.it/	bgic84800t@pec.istruzione.it		
LOMBARDIA	BERGAMO	BGIC84900N	GORLAGO  - ALDO MORO	www.icgorlago.edu.it	bgic84900n@pec.istruzione.it	50 alt4.aspmx.l.google.com.	
LOMBARDIA	BERGAMO	BGIC85000T	GORLE	http://www.icgorle.gov.it	bgic85000t@pec.istruzione.it		
LOMBARDIA	BERGAMO	BGIC85100N	GROMO - SORELLE DE MARCHI	icgromo.edu.it	bgic85100n@pec.istruzione.it	10 aspmx.l.google.com.	
LOMBARDIA	BERGAMO	BGIC85200D	GRUMELLO DEL MONTE -DON BELOTTI	www.icgrumellodelmonte.edu.it	bgic85200d@pec.istruzione.it	50 aspmx2.googlemail.com.	
LOMBARDIA	BERGAMO	BGIC853009	LEFFE	www.icleffe.edu.it	bgic853009@pec.istruzione.it	10 aspmx.l.google.com.	
LOMBARDIA	BERGAMO	BGIC854005	OSIO SOPRA	www.icosiosopra.edu.it	bgic854005@pec.istruzione.it	5 alt2.aspmx.l.google.com.	
LOMBARDIA	BERGAMO	BGIC855001	LOVERE	www.iclovere.edu.it	bgic855001@pec.istruzione.it	10 aspmx.l.google.com.	
LOMBARDIA	BERGAMO	BGIC85600R	MAPELLO - PIERA GELPI	www.icmapello.edu.it	bgic85600r@pec.istruzione.it	https://www.icmapello.edu.it/sites/default/files/albo/2020-2021-piano-della-didattica-integrata_1.pdf	
LOMBARDIA	BERGAMO	BGIC85800C	"MOZZANICA ""L. DA VINCI"""	http://www.icmozzanica.gov.it	bgic85800c@pec.istruzione.it		
LOMBARDIA	BERGAMO	BGIC859008	MARTINENGO	www.icmartinengo.edu.it	bgic859008@pec.istruzione.it	10 aspmx.l.google.com.	
LOMBARDIA	BERGAMO	BGIC86000C	NEMBRO - E.TALPINO	www.icnembro.edu.it	bgic86000c@pec.istruzione.it		0 icnembro-edu-it.mail.protection.outlook.com.
LOMBARDIA	BERGAMO	BGIC861008	OSIO SOTTO -PAPA GIOVANNI XXIII	http://www.icosiosotto-papagiovanni.edu.it	bgic861008@pec.istruzione.it		
LOMBARDIA	BERGAMO	BGIC862004	PALADINA - A. TIRABOSCHI	http://www.icpaladina.edu.it	bgic862004@pec.istruzione.it		
LOMBARDIA	BERGAMO	BGIC86300X	"""ALDA MERINI"" SCANZOROSCIATE"	http://www.icscanzorosciate.edu.it	bgic86300x@pec.istruzione.it		
LOMBARDIA	BERGAMO	BGIC86400Q	PONTE NOSSA	www.icpontenossa.it	bgic86400q@pec.istruzione.it	40 aspmx2.googlemail.com.	
LOMBARDIA	BERGAMO	BGIC86600B	PONTE S. PIETRO	http://www.icpontesanpietro.edu.it	bgic86600b@pec.istruzione.it		
LOMBARDIA	BERGAMO	BGIC867007	RANICA  - MARIA PIAZZOLI	www.icranica.edu.it	bgic867007@pec.istruzione.it	10 aspmx.l.google.com.	
LOMBARDIA	BERGAMO	BGIC868003	ROVETTA - IC ANDREA FANTONI	www.scuolerovetta.edu.it	bgic868003@pec.istruzione.it	10 aspmx.l.google.com.	
LOMBARDIA	BERGAMO	BGIC86900V	SAN GIOVANNI BIANCO	www.icsangiovannibianco.edu.it	bgic86900v@pec.istruzione.it	50 alt4.aspmx.l.google.com.	
LOMBARDIA	BERGAMO	BGIC870003	SAN PAOLO D'ARGON	http://www.icsanpaolodargon.gov.it	bgic870003@pec.istruzione.it		
LOMBARDIA	BERGAMO	BGIC87200P	S. OMOBONO TERME	www.icsantomobono.edu.it	bgic87200p@pec.istruzione.it	10 aspmx.l.google.com.	
LOMBARDIA	BERGAMO	BGIC87300E	SARNICO  - E. DONADONI	www.icdonadonisarnico.edu.it	bgic87300e@pec.istruzione.it	70 aspmx2.googlemail.com.	
LOMBARDIA	BERGAMO	BGIC875006	SERIATE - CESARE BATTISTI	www.icbattistiseriate.edu.it	bgic875006@pec.istruzione.it	20 alt2.aspmx.l.google.com.	
LOMBARDIA	BERGAMO	BGIC876002	SERIATE - ALDO MORO	http://www.aldomoroseriate.edu.it	bgic876002@pec.istruzione.it		
LOMBARDIA	BERGAMO	BGIC87700T	"SORISOLE ""A. LANFRANCHI"""	www.icsorisole.edu.it	bgic87700t@pec.istruzione.it	https://www.icsorisole.edu.it/circolari/patto-educativo-di-corresponsabilita-e-liberatoria-g-suite	
LOMBARDIA	BERGAMO	BGIC87800N	"SOVERE  ""DANIELE SPADA"""	www.icsovere.edu.it	bgic87800n@pec.istruzione.it	5 alt2.aspmx.l.google.com.	
LOMBARDIA	BERGAMO	BGIC87900D	"STEZZANO ""CAROLI"""	http://www.iccaroli.edu.it	bgic87900d@pec.istruzione.it		
LOMBARDIA	BERGAMO	BGIC88000N	"ISTITUTO ""RITA LEVI-MONTALCINI"""	www.icsuisio.edu.it	bgic88000n@pec.istruzione.it	1 aspmx.l.google.com.	
LOMBARDIA	BERGAMO	BGIC88100D	TERNO ISOLA -PADRE C.ALBISETTI	http://www.icternodisola.gov.it	bgic88100d@pec.istruzione.it		
LOMBARDIA	BERGAMO	BGIC882009	TORRE BOLDONE  - D. ALIGHIERI	www.ic-torreboldone.edu.it	bgic882009@pec.istruzione.it	20 aspmx.l.google.com.	
LOMBARDIA	BERGAMO	BGIC883005	TRESCORE BALNEARIO	www.ictrescorebalneario.edu.it	bgic883005@pec.istruzione.it	10 alt3.aspmx.l.google.com.	
LOMBARDIA	BERGAMO	BGIC884001	"ISTITUTO COMPRENSIVO ""C. ZONCA"""	http://www.ictreviolo.edu.it	bgic884001@pec.istruzione.it		
LOMBARDIA	BERGAMO	BGIC88500R	VALNEGRA  - F. GERVASONI	http://www.icvalnegra.edu.it	bgic88500r@pec.istruzione.it		
LOMBARDIA	BERGAMO	BGIC88600L	VERDELLINO - ZINGONIA	www.icverdellino.edu.it	bgic88600l@pec.istruzione.it	https://www.icverdellino.edu.it/index.php/files/289/Formazione/124/Slide-Corso-GSuite-2019.pdf?preview=1	
LOMBARDIA	BERGAMO	BGIC88700C	"VERDELLO ""DON MILANI"""	www.icverdello.edu.it	bgic88700c@pec.istruzione.it	50 alt2.aspmx.l.google.com.	
LOMBARDIA	BERGAMO	BGIC888008	VERTOVA	http://www.icvertova.edu.it	bgic888008@pec.istruzione.it		
LOMBARDIA	BERGAMO	BGIC889004	VILLA D'ALME	http://www.icvilla.edu.it	bgic889004@pec.istruzione.it		
LOMBARDIA	BERGAMO	BGIC890008	VILLA DI SERIO  - F.NULLO	www.icvilladiserio.edu.it	bgic890008@pec.istruzione.it	50 alt1.aspmx.l.google.com.	
LOMBARDIA	BERGAMO	BGIC891004	VILLONGO	http://icvillongo.it	bgic891004@pec.istruzione.it		
LOMBARDIA	BERGAMO	BGIC89200X	ZOGNO	www.iczogno.edu.it	bgic89200x@pec.istruzione.it	50 alt1.aspmx.l.google.com.	
LOMBARDIA	BERGAMO	BGIC89300Q	ZANICA	www.iczanica.edu.it	bgic89300q@pec.istruzione.it	5 alt1.aspmx.l.google.com.	
LOMBARDIA	BERGAMO	BGIC89500B	BREMBATE SOPRA - F. DELL'ORTO	www.icbrembatesopra.edu.it	bgic89500b@pec.istruzione.it	20 alt1.aspmx.l.google.com.	
LOMBARDIA	BERGAMO	BGIC896007	"ROMANO DI LOMBARDIA ""E.FERMI"""	www.icfermiromano.edu.it	bgic896007@pec.istruzione.it		10 icfermiromano-edu-it.mail.protection.outlook.com.
LOMBARDIA	BERGAMO	BGIC897003	SPIRANO	www.icspirano.edu.it	bgic897003@pec.istruzione.it	20 aspmx.l.google.com.	
